,unique_id,ds,cutoff,NHITS,KAN,MLP,MLP1,y,SeasonalNaive,SeasonalNaive-lo-99,SeasonalNaive-hi-99,is_anomaly,trend_str,seas_str
4915,M1367,1968-08-31,1967-12-31,5405.461,5447.3506,5454.542,5392.1597,2930.0,5630.0,1631.204751455144,9628.795248544855,0,Stationary,Non-seasonal
4916,M1367,1968-09-30,1967-12-31,5195.037,5276.072,5208.137,5141.2134,2730.0,5350.0,1351.204751455144,9348.795248544855,0,Stationary,Non-seasonal
4917,M1367,1968-10-31,1967-12-31,4902.27,4979.775,4953.8735,4758.034,2530.0,5080.0,1081.204751455144,9078.795248544855,0,Stationary,Non-seasonal
4918,M1367,1968-11-30,1967-12-31,4460.8594,4616.5693,4468.318,4234.1216,2280.0,4630.0,631.2047514551441,8628.795248544855,0,Stationary,Non-seasonal
4919,M1367,1968-12-31,1967-12-31,3949.0303,4227.0894,4081.6084,3715.1858,2060.0,4050.0,51.204751455144105,8048.795248544856,0,Stationary,Non-seasonal
4920,M1368,1968-01-31,1967-12-31,3723.77,3545.2424,3553.484,3563.2175,3940.0,3510.0,204.27468772054726,6815.725312279453,0,Stationary,Non-seasonal
4921,M1368,1968-02-29,1967-12-31,3474.8242,3398.7075,3324.7893,3368.835,4040.0,3150.0,-155.72531227945274,6455.725312279453,0,Stationary,Non-seasonal
4922,M1368,1968-03-31,1967-12-31,3224.2686,3196.6685,3267.1365,3189.5708,4070.0,2960.0,-345.72531227945274,6265.725312279453,0,Stationary,Non-seasonal
4923,M1368,1968-04-30,1967-12-31,3080.791,3034.894,3024.0315,3027.0596,4300.0,2840.0,-465.72531227945274,6145.725312279453,0,Stationary,Non-seasonal
4924,M1368,1968-05-31,1967-12-31,2959.6113,2964.707,2903.7683,2878.871,4590.0,2710.0,-595.7253122794527,6015.725312279453,0,Stationary,Non-seasonal
4925,M1368,1968-06-30,1967-12-31,2860.3208,2846.7148,2787.0408,2810.4167,4800.0,2610.0,-695.7253122794527,5915.725312279453,0,Stationary,Non-seasonal
4926,M1368,1968-07-31,1967-12-31,2885.8467,2851.2695,2744.9404,2718.4902,5060.0,2590.0,-715.7253122794527,5895.725312279453,0,Stationary,Non-seasonal
4927,M1368,1968-08-31,1967-12-31,2968.5366,2927.2983,2880.3425,2776.2048,5300.0,2760.0,-545.7253122794527,6065.725312279453,0,Stationary,Non-seasonal
4928,M1368,1968-09-30,1967-12-31,3060.5864,3030.488,2967.6997,2879.1338,5570.0,2850.0,-455.72531227945274,6155.725312279453,0,Stationary,Non-seasonal
4929,M1368,1968-10-31,1967-12-31,3256.7917,3231.2134,3191.6436,3121.8945,5840.0,3100.0,-205.72531227945274,6405.725312279453,0,Stationary,Non-seasonal
4930,M1368,1968-11-30,1967-12-31,3495.9736,3430.652,3374.5227,3332.2158,6050.0,3400.0,94.27468772054726,6705.725312279453,0,Stationary,Non-seasonal
4931,M1368,1968-12-31,1967-12-31,3721.9006,3598.1118,3573.1172,3483.585,6320.0,3770.0,464.27468772054726,7075.725312279453,0,Stationary,Non-seasonal
4932,M1369,1968-01-31,1967-12-31,6307.9443,6225.18,6238.152,6101.746,6710.0,6410.0,2481.887583599401,10338.1124164006,0,Stationary,Seasonal
4933,M1369,1968-02-29,1967-12-31,6383.818,6346.9375,6235.0625,6203.8643,6580.0,6440.0,2511.887583599401,10368.1124164006,0,Stationary,Seasonal
4934,M1369,1968-03-31,1967-12-31,6226.336,6125.6787,6209.7285,6021.7915,6260.0,6110.0,2181.887583599401,10038.1124164006,0,Stationary,Seasonal
4935,M1369,1968-04-30,1967-12-31,6139.0728,6022.1445,6116.7896,5968.2847,6150.0,6100.0,2171.887583599401,10028.1124164006,0,Stationary,Seasonal
4936,M1369,1968-05-31,1967-12-31,5972.2437,5829.808,5863.342,5673.8696,5860.0,5820.0,1891.8875835994008,9748.1124164006,0,Stationary,Seasonal
4937,M1369,1968-06-30,1967-12-31,5751.4873,5603.5454,5516.208,5474.2803,5530.0,5350.0,1421.8875835994008,9278.1124164006,0,Stationary,Seasonal
4938,M1369,1968-07-31,1967-12-31,5826.748,5646.137,5578.84,5471.1646,5510.0,5350.0,1421.8875835994008,9278.1124164006,0,Stationary,Seasonal
4939,M1369,1968-08-31,1967-12-31,6061.057,5855.7046,5852.3594,5699.297,5980.0,5920.0,1991.8875835994008,9848.1124164006,0,Stationary,Seasonal
4940,M1369,1968-09-30,1967-12-31,6038.7227,6002.843,5899.7993,5818.143,5830.0,5940.0,2011.8875835994008,9868.1124164006,0,Stationary,Seasonal
4941,M1369,1968-10-31,1967-12-31,6197.8564,6124.2417,6119.0728,5921.3955,5860.0,5990.0,2061.887583599401,9918.1124164006,0,Stationary,Seasonal
4942,M1369,1968-11-30,1967-12-31,6271.6074,6184.615,6133.6196,5961.607,5990.0,6190.0,2261.887583599401,10118.1124164006,0,Stationary,Seasonal
4943,M1369,1968-12-31,1967-12-31,6315.235,6200.3647,6189.846,5898.6016,5900.0,6210.0,2281.887583599401,10138.1124164006,0,Stationary,Seasonal
4944,M137,1993-10-31,1993-09-30,4273.4746,4019.295,4366.037,4202.559,5400.0,5000.0,766.2931494498598,9233.706850550141,0,Stationary,Non-seasonal
4945,M137,1993-11-30,1993-09-30,5326.8994,4480.0674,4771.8115,4737.4497,4350.0,5050.0,816.2931494498598,9283.706850550141,0,Stationary,Non-seasonal
4946,M137,1993-12-31,1993-09-30,4912.628,4681.0073,4918.8037,4751.0024,3800.0,6350.0,2116.29314944986,10583.706850550141,0,Stationary,Non-seasonal
4947,M137,1994-01-31,1993-09-30,4933.8193,4854.4556,4979.6987,4924.9033,4750.0,5550.0,1316.2931494498598,9783.706850550141,0,Stationary,Non-seasonal
4948,M137,1994-02-28,1993-09-30,5112.069,4969.426,4990.128,4846.8237,5800.0,6000.0,1766.2931494498598,10233.706850550141,0,Stationary,Non-seasonal
4949,M137,1994-03-31,1993-09-30,4991.991,4999.6055,5047.6377,4887.6216,5100.0,6150.0,1916.2931494498598,10383.706850550141,0,Stationary,Non-seasonal
4950,M137,1994-04-30,1993-09-30,4453.914,4567.499,4652.7397,4455.517,4300.0,5400.0,1166.2931494498598,9633.706850550141,0,Stationary,Non-seasonal
4951,M137,1994-05-31,1993-09-30,4148.0586,4413.1284,4356.246,4271.29,3850.0,3600.0,-633.7068505501402,7833.70685055014,0,Stationary,Non-seasonal
4952,M137,1994-06-30,1993-09-30,4844.499,5312.503,5049.3955,4782.1963,5250.0,7750.0,3516.29314944986,11983.706850550141,0,Stationary,Non-seasonal
4953,M137,1994-07-31,1993-09-30,3928.6313,4092.5464,4174.985,4117.7397,3100.0,4200.0,-33.70685055014019,8433.706850550141,0,Stationary,Non-seasonal
4954,M137,1994-08-31,1993-09-30,4307.042,4487.268,4436.171,4313.2197,4500.0,5100.0,866.2931494498598,9333.706850550141,0,Stationary,Non-seasonal
4955,M137,1994-09-30,1993-09-30,3972.127,3621.1091,4068.5066,3903.7424,4850.0,3200.0,-1033.7068505501402,7433.70685055014,0,Stationary,Non-seasonal
4956,M1370,1968-01-31,1967-12-31,5571.165,5486.15,5497.818,5395.5176,5960.0,5230.0,2236.992846121557,8223.007153878443,0,Stationary,Seasonal
4957,M1370,1968-02-29,1967-12-31,5651.111,5600.2827,5505.572,5471.8706,5930.0,5350.0,2356.992846121557,8343.007153878443,0,Stationary,Seasonal
4958,M1370,1968-03-31,1967-12-31,5523.204,5450.3765,5545.551,5352.6646,5700.0,5230.0,2236.992846121557,8223.007153878443,0,Stationary,Seasonal
4959,M1370,1968-04-30,1967-12-31,5430.7427,5346.7275,5428.178,5298.5186,5580.0,5170.0,2176.992846121557,8163.007153878443,0,Stationary,Seasonal
4960,M1370,1968-05-31,1967-12-31,5314.2173,5199.7544,5221.34,5050.452,5320.0,4930.0,1936.9928461215568,7923.007153878443,0,Stationary,Seasonal
4961,M1370,1968-06-30,1967-12-31,5080.5103,5016.962,4936.761,4880.887,5040.0,4640.0,1646.9928461215568,7633.007153878443,0,Stationary,Seasonal
4962,M1370,1968-07-31,1967-12-31,5098.8726,5030.9595,4936.4434,4827.917,4970.0,4640.0,1646.9928461215568,7633.007153878443,0,Stationary,Seasonal
4963,M1370,1968-08-31,1967-12-31,5237.67,5143.9204,5124.661,4946.6646,5170.0,4930.0,1936.9928461215568,7923.007153878443,0,Stationary,Seasonal
4964,M1370,1968-09-30,1967-12-31,5279.703,5271.534,5184.7036,5108.9634,5140.0,5030.0,2036.9928461215568,8023.007153878443,0,Stationary,Seasonal
4965,M1370,1968-10-31,1967-12-31,5496.5303,5431.346,5430.3374,5258.9556,5320.0,5220.0,2226.992846121557,8213.007153878443,0,Stationary,Seasonal
4966,M1370,1968-11-30,1967-12-31,5609.95,5540.8154,5501.1445,5353.446,5410.0,5480.0,2486.992846121557,8473.007153878443,0,Stationary,Seasonal
4967,M1370,1968-12-31,1967-12-31,5678.2974,5577.574,5587.6733,5328.315,5380.0,5560.0,2566.992846121557,8553.007153878443,0,Stationary,Seasonal
4968,M1371,1970-01-31,1969-12-31,3131.1282,3114.785,3087.477,3058.5686,2690.0,2760.0,2148.6360806708262,3371.3639193291738,0,Stationary,Seasonal
4969,M1371,1970-02-28,1969-12-31,3029.2744,3059.3464,2890.3306,2983.8687,2660.0,2340.0,1728.6360806708262,2951.3639193291738,0,Stationary,Seasonal
4970,M1371,1970-03-31,1969-12-31,2954.7878,3033.3591,3009.9917,2925.0886,2760.0,2500.0,1888.6360806708262,3111.3639193291738,0,Stationary,Seasonal
4971,M1371,1970-04-30,1969-12-31,3054.3777,3051.7192,3050.7056,2998.028,2710.0,2600.0,1988.6360806708262,3211.3639193291738,0,Stationary,Seasonal
4972,M1371,1970-05-31,1969-12-31,3253.5925,3238.599,3240.0266,3144.116,2980.0,3100.0,2488.6360806708262,3711.3639193291738,0,Stationary,Seasonal
4973,M1371,1970-06-30,1969-12-31,3288.6567,3210.4622,3212.4194,3193.9414,2910.0,2930.0,2318.6360806708262,3541.3639193291738,0,Stationary,Seasonal
4974,M1371,1970-07-31,1969-12-31,3338.7522,3296.8303,3268.3757,3227.1343,3260.0,3170.0,2558.6360806708262,3781.3639193291738,0,Stationary,Seasonal
4975,M1371,1970-08-31,1969-12-31,3364.583,3320.273,3319.2039,3195.0867,3160.0,3200.0,2588.6360806708262,3811.3639193291738,0,Stationary,Seasonal
4976,M1371,1970-09-30,1969-12-31,3215.9346,3251.8013,3175.8386,3142.9631,3110.0,3000.0,2388.6360806708262,3611.3639193291738,0,Stationary,Seasonal
4977,M1371,1970-10-31,1969-12-31,3323.799,3348.0957,3342.4514,3251.9753,3320.0,3180.0,2568.6360806708262,3791.3639193291738,0,Stationary,Seasonal
4978,M1371,1970-11-30,1969-12-31,3381.1633,3344.9268,3301.0308,3228.6733,3360.0,3360.0,2748.6360806708262,3971.3639193291738,0,Stationary,Seasonal
4979,M1371,1970-12-31,1969-12-31,3335.0645,3258.1494,3237.4807,3125.3767,3400.0,3160.0,2548.6360806708262,3771.3639193291738,0,Stationary,Seasonal
4980,M1372,1994-07-31,1994-06-30,6540.247,6526.9624,6561.1387,6404.2266,6534.0,6469.85,6232.581825090338,6707.118174909663,0,Non-stationary,Non-seasonal
4981,M1372,1994-08-31,1994-06-30,6550.263,6640.8184,6552.933,6510.274,6561.85,6480.95,6243.681825090337,6718.218174909663,0,Non-stationary,Non-seasonal
4982,M1372,1994-09-30,1994-06-30,6531.986,6529.4287,6664.4585,6408.381,6567.65,6463.4,6226.131825090337,6700.668174909662,0,Non-stationary,Non-seasonal
4983,M1372,1994-10-31,1994-06-30,6562.121,6517.41,6684.2144,6450.1714,6580.6,6478.65,6241.381825090337,6715.918174909662,0,Non-stationary,Non-seasonal
4984,M1372,1994-11-30,1994-06-30,6561.4834,6527.3125,6620.1216,6365.2334,6589.15,6485.55,6248.281825090337,6722.818174909663,0,Non-stationary,Non-seasonal
4985,M1372,1994-12-31,1994-06-30,6592.128,6510.5195,6500.246,6447.997,6588.65,6497.05,6259.781825090337,6734.318174909663,0,Non-stationary,Non-seasonal
4986,M1372,1995-01-31,1994-06-30,6639.394,6550.176,6551.819,6404.6543,6608.5,6533.6,6296.331825090338,6770.868174909663,0,Non-stationary,Non-seasonal
4987,M1372,1995-02-28,1994-06-30,6645.043,6586.43,6594.2505,6383.4233,6603.9,6532.05,6294.781825090337,6769.318174909663,0,Non-stationary,Non-seasonal
4988,M1372,1995-03-31,1994-06-30,6639.6475,6605.683,6551.878,6443.226,6619.55,6530.25,6292.981825090337,6767.518174909663,0,Non-stationary,Non-seasonal
4989,M1372,1995-04-30,1994-06-30,6618.8535,6633.2163,6666.354,6427.433,6626.45,6530.65,6293.381825090337,6767.918174909662,0,Non-stationary,Non-seasonal
4990,M1372,1995-05-31,1994-06-30,6655.457,6624.3247,6601.6084,6359.48,6602.9,6544.0,6306.731825090337,6781.268174909663,0,Non-stationary,Non-seasonal
4991,M1372,1995-06-30,1994-06-30,6654.8105,6610.579,6658.194,6294.724,6598.1,6529.4,6292.131825090337,6766.668174909662,0,Non-stationary,Non-seasonal
4992,M1373,1994-07-31,1994-06-30,6148.6953,6127.4316,6157.8623,6012.3687,6136.65,6023.35,5750.367486800831,6296.33251319917,0,Non-stationary,Non-seasonal
4993,M1373,1994-08-31,1994-06-30,6161.604,6234.8457,6153.306,6113.168,6168.05,6042.8,5769.817486800831,6315.782513199169,0,Non-stationary,Non-seasonal
4994,M1373,1994-09-30,1994-06-30,6144.7397,6129.875,6261.765,6016.917,6182.8,6027.7,5754.717486800831,6300.682513199169,0,Non-stationary,Non-seasonal
4995,M1373,1994-10-31,1994-06-30,6175.4404,6117.395,6275.597,6056.4854,6204.3,6041.15,5768.16748680083,6314.132513199169,0,Non-stationary,Non-seasonal
4996,M1373,1994-11-30,1994-06-30,6181.2847,6131.8687,6224.4746,5983.8584,6220.85,6058.45,5785.467486800831,6331.432513199169,0,Non-stationary,Non-seasonal
4997,M1373,1994-12-31,1994-06-30,6210.893,6114.7783,6110.7075,6059.4746,6229.75,6073.2,5800.217486800831,6346.182513199169,0,Non-stationary,Non-seasonal
4998,M1373,1995-01-31,1994-06-30,6249.2925,6144.8545,6150.9707,6012.695,6233.55,6096.1,5823.117486800831,6369.08251319917,0,Non-stationary,Non-seasonal
4999,M1373,1995-02-28,1994-06-30,6256.026,6180.508,6194.8726,5992.378,6244.05,6103.3,5830.317486800831,6376.282513199169,0,Non-stationary,Non-seasonal
5000,M1373,1995-03-31,1994-06-30,6254.2886,6198.16,6151.5205,6050.187,6255.3,6101.55,5828.567486800831,6374.532513199169,0,Non-stationary,Non-seasonal
5001,M1373,1995-04-30,1994-06-30,6238.721,6231.6953,6265.9434,6042.363,6248.65,6115.15,5842.16748680083,6388.132513199169,0,Non-stationary,Non-seasonal
5002,M1373,1995-05-31,1994-06-30,6278.6274,6232.137,6213.647,5989.3735,6229.9,6146.25,5873.267486800831,6419.232513199169,0,Non-stationary,Non-seasonal
5003,M1373,1995-06-30,1994-06-30,6275.874,6217.678,6266.1475,5927.971,6228.3,6134.3,5861.317486800831,6407.282513199169,0,Non-stationary,Non-seasonal
5004,M1374,1994-07-31,1994-06-30,7917.1875,8053.473,8144.4106,7902.343,7947.0,8930.0,6673.626357811353,11186.373642188646,0,Stationary,Non-seasonal
5005,M1374,1994-08-31,1994-06-30,7914.3354,8173.377,8066.6606,8030.8306,7876.0,8763.0,6506.626357811353,11019.373642188646,0,Stationary,Non-seasonal
5006,M1374,1994-09-30,1994-06-30,7902.592,8058.455,8178.625,7927.741,7697.0,8714.0,6457.626357811353,10970.373642188646,0,Stationary,Non-seasonal
5007,M1374,1994-10-31,1994-06-30,7920.285,8054.835,8228.743,8029.9907,7526.0,8750.0,6493.626357811353,11006.373642188646,0,Stationary,Non-seasonal
5008,M1374,1994-11-30,1994-06-30,7834.122,7984.9795,8035.8096,7783.4307,7366.0,8542.0,6285.626357811353,10798.373642188646,0,Stationary,Non-seasonal
5009,M1374,1994-12-31,1994-06-30,7958.843,8002.4814,7960.5557,7955.1504,7178.0,8477.0,6220.626357811353,10733.373642188646,0,Stationary,Non-seasonal
5010,M1374,1995-01-31,1994-06-30,8110.1533,8148.4297,8148.597,7957.6313,7499.0,8750.0,6493.626357811353,11006.373642188646,0,Stationary,Non-seasonal
5011,M1374,1995-02-28,1994-06-30,8137.764,8164.5615,8132.371,7897.2817,7197.0,8575.0,6318.626357811353,10831.373642188646,0,Stationary,Non-seasonal
5012,M1374,1995-03-31,1994-06-30,8099.5527,8173.9355,8090.861,7951.3877,7285.0,8574.0,6317.626357811353,10830.373642188646,0,Stationary,Non-seasonal
5013,M1374,1995-04-30,1994-06-30,8002.362,8103.729,8138.23,7835.81,7556.0,8310.0,6053.626357811353,10566.373642188646,0,Stationary,Non-seasonal
5014,M1374,1995-05-31,1994-06-30,7929.5586,7928.1094,7897.022,7630.97,7460.0,7955.0,5698.626357811353,10211.373642188646,0,Stationary,Non-seasonal
5015,M1374,1995-06-30,1994-06-30,7958.1694,7945.7466,7979.892,7541.144,7396.0,7902.0,5645.626357811353,10158.373642188646,0,Stationary,Non-seasonal
5016,M1375,1994-07-31,1994-06-30,5716.256,5683.786,5710.4307,5575.8105,5718.7,5539.8,5249.98835172089,5829.61164827911,0,Non-stationary,Non-seasonal
5017,M1375,1994-08-31,1994-06-30,5730.5464,5779.1777,5703.057,5666.354,5735.5,5550.55,5260.73835172089,5840.36164827911,0,Non-stationary,Non-seasonal
5018,M1375,1994-09-30,1994-06-30,5723.8213,5694.3125,5821.618,5588.894,5749.25,5561.95,5272.13835172089,5851.76164827911,0,Non-stationary,Non-seasonal
5019,M1375,1994-10-31,1994-06-30,5754.5327,5679.555,5827.964,5625.941,5762.7,5578.75,5288.93835172089,5868.56164827911,0,Non-stationary,Non-seasonal
5020,M1375,1994-11-30,1994-06-30,5761.7944,5694.331,5782.3438,5559.1543,5783.25,5591.2,5301.38835172089,5881.01164827911,0,Non-stationary,Non-seasonal
5021,M1375,1994-12-31,1994-06-30,5789.407,5674.038,5675.023,5625.923,5795.65,5605.0,5315.18835172089,5894.81164827911,0,Non-stationary,Non-seasonal
5022,M1375,1995-01-31,1994-06-30,5817.552,5694.115,5701.326,5576.1626,5812.5,5615.1,5325.28835172089,5904.9116482791105,0,Non-stationary,Non-seasonal
5023,M1375,1995-02-28,1994-06-30,5826.3027,5730.101,5749.4326,5556.996,5825.1,5628.55,5338.73835172089,5918.36164827911,0,Non-stationary,Non-seasonal
5024,M1375,1995-03-31,1994-06-30,5834.8994,5755.8354,5717.495,5623.3286,5835.05,5650.05,5360.23835172089,5939.86164827911,0,Non-stationary,Non-seasonal
5025,M1375,1995-04-30,1994-06-30,5823.6943,5788.832,5824.9106,5617.217,5843.05,5666.0,5376.18835172089,5955.81164827911,0,Non-stationary,Non-seasonal
5026,M1375,1995-05-31,1994-06-30,5860.2007,5787.104,5772.128,5567.721,5845.35,5686.55,5396.73835172089,5976.36164827911,0,Non-stationary,Non-seasonal
5027,M1375,1995-06-30,1994-06-30,5858.764,5781.0664,5830.1733,5517.986,5855.0,5700.4,5410.5883517208895,5990.21164827911,0,Non-stationary,Non-seasonal
5028,M1376,1994-07-31,1994-06-30,5525.055,5513.4146,5539.3286,5409.333,5525.0,5380.0,5006.297992980416,5753.702007019584,0,Non-stationary,Seasonal
5029,M1376,1994-08-31,1994-06-30,5536.1777,5611.173,5536.373,5504.1597,5520.0,5390.0,5016.297992980416,5763.702007019584,0,Non-stationary,Seasonal
5030,M1376,1994-09-30,1994-06-30,5535.682,5546.3135,5665.8076,5442.805,5605.0,5455.0,5081.297992980416,5828.702007019584,0,Non-stationary,Seasonal
5031,M1376,1994-10-31,1994-06-30,5560.5645,5538.463,5680.9883,5482.6113,5635.0,5470.0,5096.297992980416,5843.702007019584,0,Non-stationary,Seasonal
5032,M1376,1994-11-30,1994-06-30,5567.492,5553.9907,5634.4736,5416.1504,5630.0,5480.0,5106.297992980416,5853.702007019584,0,Non-stationary,Seasonal
5033,M1376,1994-12-31,1994-06-30,5593.048,5534.2017,5524.281,5481.076,5635.0,5485.0,5111.297992980416,5858.702007019584,0,Non-stationary,Seasonal
5034,M1376,1995-01-31,1994-06-30,5624.333,5566.933,5565.796,5440.0283,5675.0,5530.0,5156.297992980416,5903.702007019584,0,Non-stationary,Seasonal
5035,M1376,1995-02-28,1994-06-30,5637.94,5601.1426,5609.2637,5423.1836,5675.0,5530.0,5156.297992980416,5903.702007019584,0,Non-stationary,Seasonal
5036,M1376,1995-03-31,1994-06-30,5634.7266,5613.2207,5566.5967,5476.753,5670.0,5520.0,5146.297992980416,5893.702007019584,0,Non-stationary,Seasonal
5037,M1376,1995-04-30,1994-06-30,5619.1147,5638.76,5673.631,5469.8438,5695.0,5535.0,5161.297992980416,5908.702007019584,0,Non-stationary,Seasonal
5038,M1376,1995-05-31,1994-06-30,5647.666,5624.465,5607.15,5401.3325,5680.0,5545.0,5171.297992980416,5918.702007019584,0,Non-stationary,Seasonal
5039,M1376,1995-06-30,1994-06-30,5643.8735,5601.1045,5644.9653,5340.0317,5670.0,5515.0,5141.297992980416,5888.702007019584,0,Non-stationary,Seasonal
5040,M1377,1972-01-31,1971-12-31,2741.9177,2735.2153,2825.0085,2767.6116,4790.0,3980.0,1350.3255319467098,6609.67446805329,0,Stationary,Non-seasonal
5041,M1377,1972-02-29,1971-12-31,2813.805,2691.1274,2717.7874,2778.1006,3920.0,2900.0,270.3255319467098,5529.67446805329,0,Stationary,Non-seasonal
5042,M1377,1972-03-31,1971-12-31,2844.8638,2643.4722,2729.158,2674.879,3050.0,2930.0,300.3255319467098,5559.67446805329,0,Stationary,Non-seasonal
5043,M1377,1972-04-30,1971-12-31,3152.8887,2933.4136,3031.6672,3015.028,3440.0,3200.0,570.3255319467098,5829.67446805329,0,Stationary,Non-seasonal
5044,M1377,1972-05-31,1971-12-31,3382.3555,3416.5415,3290.6836,3228.0703,3980.0,4550.0,1920.3255319467098,7179.67446805329,0,Stationary,Non-seasonal
5045,M1377,1972-06-30,1971-12-31,3368.0044,3240.5708,3185.5735,3135.522,2990.0,3860.0,1230.3255319467098,6489.67446805329,0,Stationary,Non-seasonal
5046,M1377,1972-07-31,1971-12-31,3154.6685,3067.5483,3088.8008,2984.495,7040.0,3620.0,990.3255319467098,6249.67446805329,1,Stationary,Non-seasonal
5047,M1377,1972-08-31,1971-12-31,3045.0515,2917.87,2982.8835,2808.2678,3920.0,3590.0,960.3255319467098,6219.67446805329,0,Stationary,Non-seasonal
5048,M1377,1972-09-30,1971-12-31,2572.946,2405.41,2519.4014,2378.8289,3260.0,2150.0,-479.6744680532902,4779.67446805329,0,Stationary,Non-seasonal
5049,M1377,1972-10-31,1971-12-31,2498.9321,2559.3752,2579.1938,2442.6372,2630.0,2390.0,-239.67446805329018,5019.67446805329,0,Stationary,Non-seasonal
5050,M1377,1972-11-30,1971-12-31,2714.9717,2883.892,2883.7478,2714.816,4640.0,3860.0,1230.3255319467098,6489.67446805329,0,Stationary,Non-seasonal
5051,M1377,1972-12-31,1971-12-31,2443.944,2439.5205,2425.607,2375.808,2540.0,2210.0,-419.6744680532902,4839.67446805329,0,Stationary,Non-seasonal
5052,M1378,1980-01-31,1979-12-31,3756.249,4343.6973,4243.145,3967.821,3053.0,2879.0,-192.2615297393172,5950.261529739317,0,Stationary,Non-seasonal
5053,M1378,1980-02-29,1979-12-31,3810.4797,4341.241,4189.5366,4070.6484,3506.0,4115.0,1043.7384702606828,7186.261529739317,0,Stationary,Non-seasonal
5054,M1378,1980-03-31,1979-12-31,4128.115,4567.7026,4647.88,4361.823,4829.0,5492.0,2420.738470260683,8563.261529739317,0,Stationary,Non-seasonal
5055,M1378,1980-04-30,1979-12-31,3734.1455,3840.7766,3962.5625,3793.9983,2294.0,3707.0,635.7384702606828,6778.261529739317,0,Stationary,Non-seasonal
5056,M1378,1980-05-31,1979-12-31,3673.1553,3762.1711,3980.5178,3798.675,3533.0,3473.0,401.7384702606828,6544.261529739317,0,Stationary,Non-seasonal
5057,M1378,1980-06-30,1979-12-31,3639.38,3803.7036,3768.7507,3690.3572,4544.0,4136.0,1064.7384702606828,7207.261529739317,0,Stationary,Non-seasonal
5058,M1378,1980-07-31,1979-12-31,3384.7307,3154.9043,3094.4673,3214.4346,5240.0,2333.0,-738.2615297393172,5404.261529739317,0,Stationary,Non-seasonal
5059,M1378,1980-08-31,1979-12-31,3616.0562,3538.9429,3680.7744,3569.9275,2789.0,3851.0,779.7384702606828,6922.261529739317,0,Stationary,Non-seasonal
5060,M1378,1980-09-30,1979-12-31,3088.8013,3209.8442,3179.444,3276.1985,3242.0,2708.0,-363.2615297393172,5779.261529739317,0,Stationary,Non-seasonal
5061,M1378,1980-10-31,1979-12-31,3798.3167,3823.5303,3806.7559,3709.6143,3908.0,4547.0,1475.7384702606828,7618.261529739317,0,Stationary,Non-seasonal
5062,M1378,1980-11-30,1979-12-31,3736.1875,4035.295,3969.7056,3753.288,3413.0,3416.0,344.7384702606828,6487.261529739317,0,Stationary,Non-seasonal
5063,M1378,1980-12-31,1979-12-31,3906.391,4514.2617,4337.4644,3919.2495,4349.0,5213.0,2141.738470260683,8284.261529739317,0,Stationary,Non-seasonal
5064,M1379,1990-01-31,1989-12-31,3251.2239,3430.4514,3413.4104,3325.0156,3101.0,2744.0,-718.0023672179987,6206.002367217999,0,Stationary,Non-seasonal
5065,M1379,1990-02-28,1989-12-31,3484.3398,3611.016,3531.5146,3491.269,4340.0,3428.0,-34.00236721799865,6890.002367217999,0,Stationary,Non-seasonal
5066,M1379,1990-03-31,1989-12-31,3764.3845,3652.9165,3788.9436,3667.6826,2183.0,4151.0,688.9976327820013,7613.002367217999,0,Stationary,Non-seasonal
5067,M1379,1990-04-30,1989-12-31,3762.878,3583.5315,3707.4011,3638.5398,3686.0,4472.0,1009.9976327820013,7934.002367217999,0,Stationary,Non-seasonal
5068,M1379,1990-05-31,1989-12-31,3232.563,3091.5967,3221.4976,3156.437,2228.0,2432.0,-1030.0023672179987,5894.002367217999,0,Stationary,Non-seasonal
5069,M1379,1990-06-30,1989-12-31,3374.665,3319.2334,3392.1438,3426.2612,4571.0,3701.0,238.99763278200135,7163.002367217999,0,Stationary,Non-seasonal
5070,M1379,1990-07-31,1989-12-31,3243.5137,3170.717,3204.107,3207.3228,3017.0,3029.0,-433.00236721799865,6491.002367217999,0,Stationary,Non-seasonal
5071,M1379,1990-08-31,1989-12-31,3269.0862,3207.552,3216.7874,3218.735,2270.0,3038.0,-424.00236721799865,6500.002367217999,0,Stationary,Non-seasonal
5072,M1379,1990-09-30,1989-12-31,3626.7368,3446.5732,3568.9277,3596.366,3086.0,4139.0,676.9976327820013,7601.002367217999,0,Stationary,Non-seasonal
5073,M1379,1990-10-31,1989-12-31,3078.6167,2998.034,3085.7134,3041.5266,4304.0,2774.0,-688.0023672179987,6236.002367217999,0,Stationary,Non-seasonal
5074,M1379,1990-11-30,1989-12-31,3313.308,3275.337,3312.451,3215.5835,2903.0,2972.0,-490.00236721799865,6434.002367217999,0,Stationary,Non-seasonal
5075,M1379,1990-12-31,1989-12-31,3552.5386,3650.6858,3577.1528,3399.049,3332.0,4310.0,847.9976327820013,7772.002367217999,0,Stationary,Non-seasonal
5076,M138,1993-10-31,1993-09-30,7045.167,7163.007,7356.135,7134.0635,6950.0,9050.0,4112.264240157704,13987.735759842297,0,Non-stationary,Non-seasonal
5077,M138,1993-11-30,1993-09-30,7350.364,7453.387,7445.18,7425.981,7250.0,7900.0,2962.264240157704,12837.735759842297,0,Non-stationary,Non-seasonal
5078,M138,1993-12-31,1993-09-30,7469.9023,7749.7686,7860.974,7577.145,5700.0,9850.0,4912.264240157704,14787.735759842297,0,Non-stationary,Non-seasonal
